source	target	weight
818	1213	1.000000
818	1095	1.000000
818	589	1.000000
818	805	1.000000
818	643	1.000000
818	838	1.000000
818	777	1.000000
818	1178	1.000000
818	748	1.000000
818	732	1.000000
818	1221	1.000000
818	941	1.000000
818	768	1.000000
818	851	1.000000
818	799	1.000000
592	922	1.000000
592	1010	1.000000
592	1215	1.000000
592	645	1.000000
592	838	1.000000
592	651	1.000000
592	830	1.000000
592	768	1.000000
592	1006	1.000000
592	1011	1.000000
592	1193	1.000000
592	898	1.000000
592	589	1.000000
592	672	1.000000
592	692	1.000000
592	897	1.000000
592	791	1.000000
592	806	1.000000
592	836	1.000000
592	890	1.000000
592	1030	1.000000
592	946	1.000000
592	1200	1.000000
592	848	1.000000
592	864	1.000000
592	647	1.000000
592	123	1.000000
592	933	1.000000
592	766	1.000000
592	975	1.000000
592	988	1.000000
592	996	1.000000
592	1048	1.000000
592	1135	1.000000
592	957	1.000000
592	1178	1.000000
592	1199	1.000000
592	1213	1.000000
592	789	1.000000
592	699	1.000000
592	1079	1.000000
592	576	1.000000
592	614	1.000000
592	743	1.000000
592	381	1.000000
592	497	1.000000
592	1161	1.000000
592	566	1.000000
592	607	1.000000
592	613	1.000000
592	101	1.000000
592	697	1.000000
592	921	1.000000
592	963	1.000000
592	1036	1.000000
592	1059	1.000000
592	1068	1.000000
592	758	1.000000
592	1160	1.000000
592	1170	1.000000
592	1197	1.000000
592	1212	1.000000
592	609	1.000000
592	882	1.000000
592	1096	1.000000
592	126	1.000000
592	619	1.000000
592	127	1.000000
592	139	1.000000
592	48	1.000000
592	584	1.000000
592	473	1.000000
592	418	1.000000
592	303	1.000000
418	946	1.000000
418	253	1.000000
418	526	1.000000
418	566	1.000000
418	384	1.000000
418	309	1.000000
418	357	1.000000
418	72	1.000000
418	317	1.000000
418	584	1.000000
418	497	1.000000
418	48	1.000000
418	374	1.000000
418	123	1.000000
418	127	1.000000
418	131	1.000000
418	147	1.000000
418	838	1.000000
418	120	1.000000
418	237	1.000000
418	84	1.000000
418	151	1.000000
418	565	1.000000
418	308	1.000000
418	152	1.000000
418	346	1.000000
418	359	1.000000
418	170	1.000000
418	498	1.000000
418	404	1.000000
418	1200	1.000000
418	535	1.000000
1030	347	1.000000
1030	830	1.000000
1030	922	1.000000
1030	946	1.000000
1030	1006	1.000000
147	24	1.000000
147	473	1.000000
147	126	1.000000
147	457	1.000000
147	358	1.000000
147	496	1.000000
147	428	1.000000
147	48	1.000000
147	584	1.000000
147	566	1.000000
147	291	1.000000
147	498	1.000000
147	170	1.000000
147	493	1.000000
147	547	1.000000
147	119	1.000000
147	383	1.000000
147	506	1.000000
147	497	1.000000
147	384	1.000000
147	500	1.000000
147	486	1.000000
147	60	1.000000
147	517	1.000000
147	32	1.000000
147	520	1.000000
147	535	1.000000
147	462	1.000000
147	233	1.000000
147	441	1.000000
147	283	1.000000
147	54	1.000000
147	301	1.000000
147	12	1.000000
147	308	1.000000
147	346	1.000000
147	28	1.000000
147	120	1.000000
147	127	1.000000
147	340	1.000000
147	359	1.000000
147	446	1.000000
147	269	1.000000
147	376	1.000000
147	451	1.000000
147	582	1.000000
147	443	1.000000
147	553	1.000000
147	380	1.000000
147	123	1.000000
147	341	1.000000
147	289	1.000000
147	369	1.000000
147	225	1.000000
147	525	1.000000
147	154	1.000000
147	166	1.000000
147	478	1.000000
147	100	1.000000
147	402	1.000000
147	152	1.000000
147	163	1.000000
147	11	1.000000
147	838	1.000000
147	317	1.000000
147	647	1.000000
147	338	1.000000
147	1006	1.000000
147	439	1.000000
147	564	1.000000
147	619	1.000000
938	922	1.000000
982	338	1.000000
982	619	1.000000
982	623	1.000000
982	127	1.000000
982	816	1.000000
982	838	1.000000
982	890	1.000000
982	909	1.000000
982	796	1.000000
982	497	1.000000
982	768	1.000000
865	589	1.000000
865	773	1.000000
865	751	1.000000
865	769	1.000000
865	1193	1.000000
865	245	1.000000
865	882	1.000000
865	915	1.000000
865	920	1.000000
865	963	1.000000
865	638	1.000000
865	1063	1.000000
865	950	1.000000
1014	922	1.000000
1014	768	1.000000
1014	835	1.000000
1014	598	1.000000
1014	748	1.000000
1014	821	1.000000
1014	693	1.000000
1014	301	1.000000
1014	762	1.000000
1014	717	1.000000
1014	718	1.000000
1014	839	1.000000
1014	967	1.000000
1014	607	1.000000
1014	589	1.000000
1014	791	1.000000
1014	882	1.000000
199	816	1.000000
199	427	1.000000
199	565	1.000000
199	442	1.000000
739	836	1.000000
739	647	1.000000
739	729	1.000000
739	1088	1.000000
739	1199	1.000000
314	313	1.000000
314	498	1.000000
314	384	1.000000
314	127	1.000000
314	21	1.000000
314	48	1.000000
314	72	1.000000
314	87	1.000000
314	106	1.000000
314	153	1.000000
314	165	1.000000
314	187	1.000000
314	229	1.000000
314	283	1.000000
314	340	1.000000
314	348	1.000000
314	369	1.000000
314	383	1.000000
314	404	1.000000
314	459	1.000000
314	497	1.000000
314	418	1.000000
314	376	1.000000
314	584	1.000000
754	619	1.000000
754	647	1.000000
754	706	1.000000
754	946	1.000000
754	729	1.000000
754	838	1.000000
754	869	1.000000
754	882	1.000000
754	1006	1.000000
754	1048	1.000000
754	1059	1.000000
754	837	1.000000
754	1086	1.000000
754	816	1.000000
754	842	1.000000
754	918	1.000000
754	768	1.000000
754	139	1.000000
514	566	1.000000
514	497	1.000000
514	48	1.000000
514	127	1.000000
514	187	1.000000
514	564	1.000000
514	418	1.000000
514	317	1.000000
514	462	1.000000
514	137	1.000000
514	308	1.000000
514	169	1.000000
514	584	1.000000
514	289	1.000000
514	384	1.000000
514	147	1.000000
514	404	1.000000
514	152	1.000000
514	555	1.000000
514	96	1.000000
514	237	1.000000
514	526	1.000000
514	126	1.000000
514	524	1.000000
514	357	1.000000
514	141	1.000000
514	62	1.000000
665	806	1.000000
665	768	1.000000
665	671	1.000000
665	791	1.000000
665	890	1.000000
665	922	1.000000
665	946	1.000000
665	1006	1.000000
665	1176	1.000000
10	442	1.000000
10	81	1.000000
10	127	1.000000
1164	791	1.000000
1164	794	1.000000
1164	665	1.000000
1164	996	1.000000
1164	957	1.000000
1164	806	1.000000
1164	643	1.000000
1164	589	1.000000
1164	890	1.000000
1164	768	1.000000
1164	672	1.000000
190	48	1.000000
190	497	1.000000
190	253	1.000000
190	154	1.000000
190	486	1.000000
190	498	1.000000
190	2	1.000000
190	84	1.000000
190	87	1.000000
190	126	1.000000
190	127	1.000000
190	147	1.000000
190	237	1.000000
190	303	1.000000
190	317	1.000000
190	582	1.000000
190	493	1.000000
190	418	1.000000
190	338	1.000000
190	428	1.000000
190	54	1.000000
190	120	1.000000
190	170	1.000000
190	506	1.000000
190	211	1.000000
190	217	1.000000
190	566	1.000000
190	471	1.000000
190	517	1.000000
190	252	1.000000
190	340	1.000000
190	351	1.000000
190	376	1.000000
190	381	1.000000
190	447	1.000000
190	449	1.000000
190	473	1.000000
190	404	1.000000
190	500	1.000000
190	535	1.000000
190	564	1.000000
190	60	1.000000
190	576	1.000000
190	529	1.000000
190	32	1.000000
190	1178	1.000000
190	301	1.000000
190	305	1.000000
190	332	1.000000
190	101	1.000000
190	657	1.000000
439	497	1.000000
439	946	1.000000
439	1006	1.000000
439	139	1.000000
439	48	1.000000
439	566	1.000000
439	21	1.000000
439	147	1.000000
439	442	1.000000
439	124	1.000000
439	255	1.000000
439	60	1.000000
439	520	1.000000
439	493	1.000000
439	1178	1.000000
439	440	1.000000
439	11	1.000000
439	428	1.000000
439	100	1.000000
439	119	1.000000
439	123	1.000000
439	126	1.000000
439	127	1.000000
439	338	1.000000
439	237	1.000000
439	386	1.000000
439	253	1.000000
439	283	1.000000
439	308	1.000000
439	351	1.000000
439	376	1.000000
439	154	1.000000
439	384	1.000000
439	438	1.000000
439	441	1.000000
439	453	1.000000
439	457	1.000000
439	452	1.000000
439	486	1.000000
439	418	1.000000
439	500	1.000000
439	553	1.000000
439	576	1.000000
301	412	1.000000
301	20	1.000000
301	484	1.000000
301	471	1.000000
301	281	1.000000
301	441	1.000000
301	582	1.000000
301	446	1.000000
301	498	1.000000
301	404	1.000000
301	21	1.000000
301	564	1.000000
301	540	1.000000
301	283	1.000000
301	497	1.000000
301	566	1.000000
301	384	1.000000
301	619	1.000000
301	838	1.000000
301	584	1.000000
301	100	1.000000
301	127	1.000000
301	205	1.000000
301	84	1.000000
301	96	1.000000
301	32	1.000000
301	237	1.000000
301	37	1.000000
301	428	1.000000
301	269	1.000000
301	327	1.000000
301	291	1.000000
301	217	1.000000
301	177	1.000000
301	833	1.000000
301	1079	1.000000
301	576	1.000000
301	526	1.000000
301	157	1.000000
301	547	1.000000
301	535	1.000000
301	87	1.000000
301	75	1.000000
301	48	1.000000
301	147	1.000000
301	43	1.000000
301	718	1.000000
301	520	1.000000
301	449	1.000000
301	740	1.000000
301	524	1.000000
301	60	1.000000
301	1010	1.000000
301	119	1.000000
301	493	1.000000
301	340	1.000000
301	163	1.000000
301	187	1.000000
301	36	1.000000
301	525	1.000000
301	24	1.000000
301	54	1.000000
301	12	1.000000
301	26	1.000000
301	31	1.000000
301	536	1.000000
301	85	1.000000
301	481	1.000000
301	137	1.000000
301	516	1.000000
301	365	1.000000
301	292	1.000000
301	317	1.000000
301	346	1.000000
301	221	1.000000
301	374	1.000000
301	376	1.000000
301	380	1.000000
301	402	1.000000
301	415	1.000000
301	6	1.000000
301	902	1.000000
301	444	1.000000
301	447	1.000000
301	451	1.000000
301	458	1.000000
301	462	1.000000
301	478	1.000000
301	209	1.000000
301	473	1.000000
301	62	1.000000
301	572	1.000000
301	311	1.000000
301	14	1.000000
301	16	1.000000
301	377	1.000000
301	93	1.000000
301	97	1.000000
301	514	1.000000
301	235	1.000000
301	314	1.000000
301	359	1.000000
301	486	1.000000
301	506	1.000000
301	203	1.000000
301	362	1.000000
301	141	1.000000
301	339	1.000000
301	294	1.000000
301	303	1.000000
301	360	1.000000
301	946	1.000000
301	357	1.000000
301	364	1.000000
301	372	1.000000
301	431	1.000000
301	1036	1.000000
301	439	1.000000
301	445	1.000000
301	450	1.000000
301	453	1.000000
301	460	1.000000
301	418	1.000000
301	555	1.000000
301	571	1.000000
301	76	1.000000
301	768	1.000000
301	782	1.000000
301	244	1.000000
301	358	1.000000
301	505	1.000000
156	62	1.000000
156	377	1.000000
156	119	1.000000
156	365	1.000000
156	217	1.000000
156	262	1.000000
156	163	1.000000
156	447	1.000000
156	460	1.000000
156	486	1.000000
156	516	1.000000
156	484	1.000000
156	392	1.000000
156	207	1.000000
156	72	1.000000
156	84	1.000000
156	215	1.000000
156	127	1.000000
156	48	1.000000
156	253	1.000000
156	65	1.000000
156	540	1.000000
156	449	1.000000
156	452	1.000000
156	566	1.000000
156	582	1.000000
156	544	1.000000
156	497	1.000000
156	21	1.000000
156	380	1.000000
156	493	1.000000
156	327	1.000000
156	564	1.000000
156	428	1.000000
156	182	1.000000
156	383	1.000000
156	303	1.000000
156	37	1.000000
156	442	1.000000
156	233	1.000000
156	141	1.000000
156	307	1.000000
156	177	1.000000
156	222	1.000000
156	308	1.000000
156	314	1.000000
156	340	1.000000
156	353	1.000000
156	346	1.000000
156	376	1.000000
156	154	1.000000
156	402	1.000000
156	404	1.000000
156	448	1.000000
156	453	1.000000
156	500	1.000000
156	498	1.000000
156	504	1.000000
156	591	1.000000
156	441	1.000000
156	450	1.000000
156	1178	1.000000
156	528	1.000000
156	535	1.000000
156	19	1.000000
156	553	1.000000
156	1211	1.000000
288	782	1.000000
288	1212	1.000000
28	1011	1.000000
28	123	1.000000
28	84	1.000000
28	291	1.000000
28	383	1.000000
28	449	1.000000
28	505	1.000000
28	399	1.000000
28	564	1.000000
28	163	1.000000
28	526	1.000000
28	679	1.000000
28	619	1.000000
28	498	1.000000
28	154	1.000000
28	384	1.000000
28	424	1.000000
28	32	1.000000
28	233	1.000000
28	317	1.000000
28	346	1.000000
28	127	1.000000
28	359	1.000000
28	269	1.000000
28	270	1.000000
28	360	1.000000
28	308	1.000000
28	584	1.000000
28	566	1.000000
28	418	1.000000
28	441	1.000000
28	848	1.000000
28	743	1.000000
28	777	1.000000
28	1200	1.000000
28	82	1.000000
598	928	1.000000
598	890	1.000000
598	1099	1.000000
598	768	1.000000
598	112	1.000000
598	215	1.000000
598	576	1.000000
598	1036	1.000000
598	830	1.000000
598	975	1.000000
598	1213	1.000000
598	882	1.000000
598	672	1.000000
598	1212	1.000000
598	1135	1.000000
598	589	1.000000
598	591	1.000000
598	1068	1.000000
598	643	1.000000
598	1059	1.000000
598	699	1.000000
598	838	1.000000
598	761	1.000000
598	127	1.000000
598	921	1.000000
598	1178	1.000000
598	1096	1.000000
598	619	1.000000
598	946	1.000000
598	869	1.000000
598	922	1.000000
598	1006	1.000000
598	1170	1.000000
598	1200	1.000000
598	854	1.000000
598	631	1.000000
598	848	1.000000
598	101	1.000000
598	703	1.000000
598	767	1.000000
598	1168	1.000000
598	805	1.000000
598	1164	1.000000
598	1156	1.000000
598	711	1.000000
598	1186	1.000000
598	624	1.000000
598	957	1.000000
598	687	1.000000
598	748	1.000000
598	897	1.000000
598	914	1.000000
598	966	1.000000
598	920	1.000000
598	1049	1.000000
598	469	1.000000
598	1107	1.000000
598	1160	1.000000
598	777	1.000000
598	1199	1.000000
598	1075	1.000000
360	123	1.000000
360	291	1.000000
360	364	1.000000
360	359	1.000000
360	28	1.000000
360	48	1.000000
360	441	1.000000
360	84	1.000000
360	566	1.000000
360	525	1.000000
360	486	1.000000
360	11	1.000000
360	308	1.000000
360	127	1.000000
360	497	1.000000
360	498	1.000000
360	154	1.000000
360	346	1.000000
360	772	1.000000
360	1200	1.000000
850	109	1.000000
850	231	1.000000
850	849	1.000000
850	689	1.000000
850	1184	1.000000
850	709	1.000000
850	932	1.000000
850	1151	1.000000
850	777	1.000000
850	755	1.000000
850	914	1.000000
850	725	1.000000
850	900	1.000000
850	922	1.000000
850	675	1.000000
850	719	1.000000
850	962	1.000000
850	716	1.000000
850	696	1.000000
850	215	1.000000
850	1146	1.000000
850	615	1.000000
850	1198	1.000000
850	829	1.000000
850	827	1.000000
457	24	1.000000
457	126	1.000000
457	535	1.000000
457	497	1.000000
457	197	1.000000
457	187	1.000000
457	566	1.000000
457	48	1.000000
457	441	1.000000
457	127	1.000000
457	384	1.000000
457	154	1.000000
457	147	1.000000
457	119	1.000000
457	200	1.000000
457	237	1.000000
457	141	1.000000
457	498	1.000000
457	446	1.000000
457	543	1.000000
457	308	1.000000
457	500	1.000000
457	376	1.000000
457	582	1.000000
457	576	1.000000
457	192	1.000000
457	137	1.000000
457	311	1.000000
457	289	1.000000
457	450	1.000000
457	341	1.000000
457	305	1.000000
457	327	1.000000
457	346	1.000000
457	163	1.000000
457	123	1.000000
457	169	1.000000
457	11	1.000000
457	255	1.000000
457	21	1.000000
457	364	1.000000
457	404	1.000000
457	997	1.000000
457	179	1.000000
457	43	1.000000
457	458	1.000000
457	462	1.000000
457	131	1.000000
457	506	1.000000
457	453	1.000000
457	86	1.000000
457	233	1.000000
457	478	1.000000
457	303	1.000000
457	262	1.000000
457	584	1.000000
457	418	1.000000
457	791	1.000000
457	60	1.000000
128	442	1.000000
128	253	1.000000
128	48	1.000000
128	427	1.000000
128	497	1.000000
128	233	1.000000
128	32	1.000000
128	351	1.000000
128	478	1.000000
128	147	1.000000
128	496	1.000000
128	362	1.000000
128	450	1.000000
128	152	1.000000
128	584	1.000000
128	127	1.000000
128	500	1.000000
128	364	1.000000
128	154	1.000000
128	126	1.000000
128	791	1.000000
128	838	1.000000
443	1171	1.000000
443	418	1.000000
443	500	1.000000
443	237	1.000000
443	525	1.000000
443	11	1.000000
443	517	1.000000
443	154	1.000000
443	283	1.000000
443	564	1.000000
443	327	1.000000
443	376	1.000000
443	380	1.000000
443	28	1.000000
443	317	1.000000
443	346	1.000000
443	486	1.000000
443	269	1.000000
443	233	1.000000
443	498	1.000000
443	441	1.000000
443	340	1.000000
443	535	1.000000
443	506	1.000000
443	566	1.000000
443	147	1.000000
443	253	1.000000
443	565	1.000000
443	127	1.000000
443	123	1.000000
443	520	1.000000
443	48	1.000000
443	84	1.000000
443	374	1.000000
443	100	1.000000
443	582	1.000000
443	497	1.000000
443	359	1.000000
443	360	1.000000
443	60	1.000000
443	119	1.000000
443	493	1.000000
443	384	1.000000
443	584	1.000000
443	308	1.000000
443	141	1.000000
443	72	1.000000
443	473	1.000000
443	197	1.000000
443	87	1.000000
47	48	1.000000
47	351	1.000000
526	497	1.000000
526	127	1.000000
526	21	1.000000
526	566	1.000000
313	314	1.000000
496	54	1.000000
496	126	1.000000
496	139	1.000000
496	197	1.000000
496	498	1.000000
496	535	1.000000
496	473	1.000000
496	449	1.000000
496	21	1.000000
496	48	1.000000
496	127	1.000000
496	76	1.000000
496	576	1.000000
496	60	1.000000
162	141	1.000000
312	378	1.000000
1179	776	1.000000
1179	1030	1.000000
1179	909	1.000000
1179	619	1.000000
1179	614	1.000000
1179	869	1.000000
1179	851	1.000000
1179	946	1.000000
1179	833	1.000000
1179	1079	1.000000
1179	672	1.000000
1179	1221	1.000000
1179	1213	1.000000
1179	864	1.000000
1179	933	1.000000
1179	799	1.000000
221	340	1.000000
221	147	1.000000
221	497	1.000000
221	54	1.000000
221	450	1.000000
221	119	1.000000
221	21	1.000000
221	100	1.000000
221	127	1.000000
221	62	1.000000
221	48	1.000000
221	13	1.000000
221	283	1.000000
221	376	1.000000
221	154	1.000000
221	520	1.000000
221	473	1.000000
674	740	1.000000
674	381	1.000000
674	766	1.000000
674	1086	1.000000
674	816	1.000000
674	848	1.000000
674	890	1.000000
674	1075	1.000000
674	1212	1.000000
674	751	1.000000
674	1059	1.000000
674	647	1.000000
674	576	1.000000
674	996	1.000000
674	789	1.000000
674	1030	1.000000
674	742	1.000000
674	791	1.000000
674	139	1.000000
459	404	1.000000
1087	765	1.000000
1087	672	1.000000
1087	671	1.000000
689	797	1.000000
689	768	1.000000
689	623	1.000000
689	671	1.000000
689	672	1.000000
689	806	1.000000
689	807	1.000000
689	838	1.000000
689	850	1.000000
689	1182	1.000000
689	933	1.000000
970	768	1.000000
970	1006	1.000000
274	14	1.000000
274	346	1.000000
1178	591	1.000000
1178	672	1.000000
1178	1068	1.000000
1178	996	1.000000
1178	245	1.000000
1178	946	1.000000
1178	842	1.000000
1178	918	1.000000
1178	101	1.000000
1178	838	1.000000
1178	692	1.000000
1178	890	1.000000
1178	1006	1.000000
1178	830	1.000000
1178	657	1.000000
1178	882	1.000000
1178	869	1.000000
84	209	1.000000
84	133	1.000000
84	11	1.000000
84	12	1.000000
84	428	1.000000
84	32	1.000000
84	36	1.000000
84	442	1.000000
84	96	1.000000
84	100	1.000000
84	119	1.000000
84	120	1.000000
84	123	1.000000
84	127	1.000000
84	137	1.000000
84	152	1.000000
84	156	1.000000
84	170	1.000000
84	359	1.000000
84	48	1.000000
84	177	1.000000
84	506	1.000000
84	147	1.000000
84	237	1.000000
84	386	1.000000
84	253	1.000000
84	362	1.000000
84	141	1.000000
84	339	1.000000
84	358	1.000000
84	269	1.000000
84	517	1.000000
84	272	1.000000
84	283	1.000000
84	289	1.000000
84	301	1.000000
84	360	1.000000
84	308	1.000000
84	584	1.000000
84	317	1.000000
84	327	1.000000
84	340	1.000000
84	346	1.000000
84	351	1.000000
84	364	1.000000
84	365	1.000000
84	369	1.000000
84	372	1.000000
84	374	1.000000
84	376	1.000000
84	380	1.000000
84	540	1.000000
84	154	1.000000
84	383	1.000000
84	384	1.000000
84	163	1.000000
84	399	1.000000
84	566	1.000000
84	409	1.000000
84	407	1.000000
84	419	1.000000
84	427	1.000000
84	77	1.000000
84	432	1.000000
84	441	1.000000
84	443	1.000000
84	446	1.000000
84	449	1.000000
84	451	1.000000
84	453	1.000000
84	462	1.000000
84	233	1.000000
84	291	1.000000
84	582	1.000000
84	478	1.000000
84	486	1.000000
84	493	1.000000
84	418	1.000000
84	404	1.000000
84	498	1.000000
84	497	1.000000
84	500	1.000000
84	303	1.000000
84	520	1.000000
84	450	1.000000
84	524	1.000000
84	505	1.000000
84	535	1.000000
84	547	1.000000
84	553	1.000000
84	555	1.000000
84	564	1.000000
84	565	1.000000
84	60	1.000000
84	76	1.000000
84	484	1.000000
499	791	1.000000
499	782	1.000000
277	386	1.000000
277	576	1.000000
1105	1059	1.000000
1105	672	1.000000
1105	933	1.000000
1105	877	1.000000
1105	139	1.000000
1105	48	1.000000
1105	283	1.000000
1105	643	1.000000
1105	800	1.000000
622	922	1.000000
622	957	1.000000
622	422	1.000000
622	853	1.000000
622	1213	1.000000
622	139	1.000000
622	1059	1.000000
622	806	1.000000
622	920	1.000000
622	672	1.000000
622	1006	1.000000
622	766	1.000000
622	768	1.000000
522	198	1.000000
522	333	1.000000
83	566	1.000000
83	127	1.000000
83	96	1.000000
83	357	1.000000
383	253	1.000000
383	497	1.000000
383	376	1.000000
383	517	1.000000
383	303	1.000000
383	127	1.000000
383	535	1.000000
383	197	1.000000
383	65	1.000000
383	185	1.000000
383	259	1.000000
383	141	1.000000
383	62	1.000000
383	11	1.000000
383	12	1.000000
383	28	1.000000
383	338	1.000000
383	428	1.000000
383	32	1.000000
383	72	1.000000
383	82	1.000000
383	84	1.000000
383	87	1.000000
383	233	1.000000
383	97	1.000000
383	100	1.000000
383	119	1.000000
383	120	1.000000
383	123	1.000000
383	126	1.000000
383	309	1.000000
383	166	1.000000
383	163	1.000000
383	165	1.000000
383	48	1.000000
